,MetabolicFlux
12DGR120tipp,-7.323472453954014e-24
12DGR140tipp,-1.4300458740285847e-23
12DGR141tipp,5.233654750280505e-25
12DGR160tipp,0.0
12DGR161tipp,0.0
12DGR180tipp,3.42696960699083e-23
12DGR181tipp,2.866679789871666e-23
12PPDRtex,-7.673419919976001e-23
12PPDRtpp,0.0
12PPDStex,-8.425555850500276e-23
12PPDStpp,0.0
14GLUCANabcpp,1.098374707113774e-22
14GLUCANtexi,1.0983747071163235e-22
23CAMPtex,-8.631701308869576e-23
23CCMPtex,-8.631701308869576e-23
23CGMPtex,-8.631701308869576e-23
23CUMPtex,-8.631701308869576e-23
23DAPPAt2pp,0.0
23DAPPAtex,6.470666837089441e-23
23PDE2pp,0.0
23PDE4pp,0.0
23PDE7pp,0.0
23PDE9pp,0.0
23bpg_generation,0.0
26DAHtex,-6.215028962586924e-23
2AGPA120tipp,0.0
2AGPA140tipp,0.0
2AGPA141tipp,0.0
2AGPA160tipp,0.0
2AGPA161tipp,0.0
2AGPA180tipp,0.0
2AGPA181tipp,0.0
2AGPE120tipp,0.0
2AGPE140tipp,2.0347411719721195e-22
2AGPE141tipp,9.850038825702926e-23
2AGPE160tipp,0.00035973859244369975
2AGPE161tipp,2.877773669441243e-23
2AGPE180tipp,1.6953385323975578e-23
2AGPE181tipp,1.277330690853924e-23
2AGPEAT120,0.0
2AGPEAT140,0.0
2AGPEAT141,0.0
2AGPEAT160,0.00035973859244369975
2AGPEAT161,0.0
2AGPEAT180,0.0
2AGPEAT181,0.0
2AGPG120tipp,0.0
2AGPG140tipp,1.890383273660512e-22
2AGPG141tipp,1.8011533559394577e-22
2AGPG160tipp,3.796781137445856e-22
2AGPG161tipp,2.516774831603294e-23
2AGPG180tipp,7.347511367185316e-23
2AGPG181tipp,6.11859121435298e-23
2AGPGAT120,0.0
2AGPGAT140,1.1978106796289037e-22
2AGPGAT141,1.0033409619389795e-22
2AGPGAT160,2.877773669441243e-23
2AGPGAT161,5.394548501044538e-23
2AGPGAT180,3.047886493630341e-23
2AGPGAT181,3.088102361737076e-23
2DGULRGx,-3.64596297928145e-24
2DGULRGy,0.0
2DGULRx,0.0
2DGULRy,0.0
2Fe2S_to_ErpA_by_IscA,0.0
2Fe2S_to_ErpA_by_IscU,7.066666165644937e-07
2Fe2S_to_ErpA_by_SufA,0.0
2Fe2S_to_IscA_by_IscU,0.0
2Fe2S_to_IscA_by_SufBCD,0.0
2Fe2S_to_SufA_by_IscU,0.0
2MAHMP,0.0
34dhpactex,-8.631701308869576e-23
3AMACHYD,0.0
3AMPtex,8.631701308869576e-23
3CMPtex,-8.631701308869576e-23
3GMPtex,-8.631701308869576e-23
3HAD1001,1.9776689475953885e-23
3HAD1201,1.9776689475953885e-23
3HAD1211,1.9776689475953885e-23
3HAD1401,1.9776689475953885e-23
3HAD1411,1.9776689475953885e-23
3HAD1601,7.186187467581705e-23
3HAD1611,8.290031579605852e-23
3HAD1801,1.9776689475953885e-23
3HAD1811,1.9776689475953885e-23
3HAD401,1.9776689475953885e-23
3HAD601,1.9776689475953885e-23
3HAD801,1.9776689475953885e-23
3HCINNMH,3.7514430669661695e-23
3HPPPNH,3.7514430669661695e-23
3HPPtex,-6.470666837089441e-23
3HPPtpp,0.0
3KGK,0.0
3NTD2pp,0.0
3NTD4pp,0.0
3NTD7pp,0.0
3NTD9pp,0.0
3OAR1001,0.0
3OAR1201,0.0
3OAR1211,0.0
3OAR1401,0.007780003324786324
3OAR1411,0.0
3OAR1601,5.2085207458489316e-23
3OAR1611,6.312365329601331e-23
3OAR1801,0.0
3OAR1811,0.0
3OAR401,0.0
3OAR601,0.0
3OAR801,0.0
3OAS1001,0.0
3OAS1201,0.0
3OAS1211,0.0
3OAS1401,0.007780006649574069
3OAS1411,0.0
3OAS1601,5.38865081042489e-23
3OAS1611,6.312368027193351e-23
3OAS1801,0.0
3OAS1811,0.0
3OAS601,0.0
3OAS801,0.0
3OXCOAT,0.0
3PEPTabcpp,0.0
3PEPTtex,-8.631701308869576e-23
3UMPtex,-8.631701308869576e-23
42A12BOOXpp,0.0
