,MetabolicFlux
12DGR120tipp,-1.0615876466309123e-21
12DGR140tipp,1.1074768325234841e-21
12DGR141tipp,-8.240967534146159e-23
12DGR160tipp,-1.0045808115466284e-23
12DGR161tipp,-4.8911421376602515e-23
12DGR180tipp,1.080630840971677e-55
12DGR181tipp,1.5369945305570754e-23
12PPDRtex,0.0
12PPDRtpp,0.0
12PPDStex,2.437789767123412e-23
12PPDStpp,2.437789767123412e-23
14GLUCANabcpp,2.114885857621755e-22
14GLUCANtexi,2.114885857621755e-22
23CAMPtex,0.0
23CCMPtex,0.0
23CGMPtex,0.0
23CUMPtex,0.0
23DAPPAt2pp,3.538100630042977e-23
23DAPPAtex,3.538100630042977e-23
23PDE2pp,0.0
23PDE4pp,0.0
23PDE7pp,0.0
23PDE9pp,0.0
23bpg_generation,0.0
26DAHtex,0.0
2AGPA120tipp,0.0
2AGPA140tipp,3.0135806850642035e-23
2AGPA141tipp,4.495963106595593e-23
2AGPA160tipp,0.0
2AGPA161tipp,0.0
2AGPA180tipp,1.4823824215313896e-23
2AGPA181tipp,0.0
2AGPE120tipp,1.0615876466309123e-21
2AGPE140tipp,-1.1140117191075943e-21
2AGPE141tipp,8.240967534114407e-23
2AGPE160tipp,0.000359738589322454
2AGPE161tipp,-2.896582697355286e-23
2AGPE180tipp,-3.5397718326357716e-23
2AGPE181tipp,-5.354511402996506e-23
2AGPEAT120,0.0
2AGPEAT140,0.0
2AGPEAT141,0.0
2AGPEAT160,0.000359738589322454
2AGPEAT161,0.0
2AGPEAT180,0.0
2AGPEAT181,0.0
2AGPG120tipp,-1.0615876466309123e-21
2AGPG140tipp,1.3069773168220243e-23
2AGPG141tipp,-8.240967534114407e-23
2AGPG160tipp,9.04247701029733e-22
2AGPG161tipp,2.896582697355286e-23
2AGPG180tipp,3.5397718326357716e-23
2AGPG181tipp,2.3328601583225222e-23
2AGPGAT120,0.0
2AGPGAT140,0.0
2AGPGAT141,0.0
2AGPGAT160,0.0
2AGPGAT161,0.0
2AGPGAT180,0.0
2AGPGAT181,0.0
2DGULRGx,-4.5431715357248443e-26
2DGULRGy,0.0
2DGULRx,0.0
2DGULRy,0.0
2Fe2S_to_ErpA_by_IscA,0.0
2Fe2S_to_ErpA_by_IscU,7.066079010999978e-07
2Fe2S_to_ErpA_by_SufA,0.0
2Fe2S_to_IscA_by_IscU,-6.7914895032433715e-40
2Fe2S_to_IscA_by_SufBCD,0.0
2Fe2S_to_SufA_by_IscU,0.0
2MAHMP,0.0
34dhpactex,0.0
3AMACHYD,-7.113082559336937e-35
3AMPtex,0.0
3CMPtex,0.0
3GMPtex,0.0
3HAD1001,0.0
3HAD1201,0.0
3HAD1211,0.0
3HAD1401,0.0
3HAD1411,0.0
3HAD1601,1.1370878176331365e-21
3HAD1611,3.013576821502526e-23
3HAD1801,0.0
3HAD1811,0.0
3HAD401,0.0
3HAD601,0.0
3HAD801,0.0
3HCINNMH,3.7514430669661695e-23
3HPPPNH,3.7514430669661695e-23
3HPPtex,1.8247151197896273e-34
3HPPtpp,-1.8247151197896273e-34
3KGK,0.0
3NTD2pp,0.0
3NTD4pp,0.0
3NTD7pp,0.0
3NTD9pp,0.0
3OAR1001,0.0
3OAR1201,0.0
3OAR1211,0.0
3OAR1401,0.007780003324786324
3OAR1411,0.0
3OAR1601,1.1352870244111998e-21
3OAR1611,3.013578109355868e-23
3OAR1801,0.0
3OAR1811,0.0
3OAR401,0.0
3OAR601,0.0
3OAR801,0.0
3OAS1001,1.3458169857963738e-23
3OAS1201,1.3458169857963738e-23
3OAS1211,0.0
3OAS1401,0.007780006649574069
3OAS1411,0.0
3OAS1601,1.1370887879637187e-21
3OAS1611,3.013579397209761e-23
3OAS1801,1.3458169857963738e-23
3OAS1811,0.0
3OAS601,1.3458169857963738e-23
3OAS801,1.3458169857963738e-23
3OXCOAT,0.0
3PEPTabcpp,2.0425946258923424e-23
3PEPTtex,0.0
3UMPtex,0.0
42A12BOOXpp,0.0
4Fe4S_to_ErpA_by_IscA,0.0
4Fe4S_to_ErpA_by_IscU,1.8644244899964727e-06
4Fe4S_to_ErpA_by_SufA,0.0
4Fe4S_to_IscA_by_IscU,-2.7165958012973486e-39
4Fe4S_to_IscA_by_SufBCD,0.0
4Fe4S_to_SufA_by_IscU,0.0
4HOXPACDtex,0.0
4HTHRS,0.0
4PCP,0.0
4PCPpp,0.0
