,MetabolicFlux
12DGR120tipp,1.3238372504610414e-23
12DGR140tipp,3.724627598737369e-23
12DGR141tipp,9.67789168116845e-23
12DGR160tipp,-5.8828751084164105e-22
12DGR161tipp,2.877773669441243e-23
12DGR180tipp,4.4171617889923794e-23
12DGR181tipp,4.8170704502475087e-57
12PPDRtex,0.0
12PPDRtpp,0.0
12PPDStex,0.0
12PPDStpp,0.0
14GLUCANabcpp,-2.4969198921282094e-33
14GLUCANtexi,0.0
23CAMPtex,0.0
23CCMPtex,0.0
23CGMPtex,0.0
23CUMPtex,0.0
23DAPPAt2pp,-6.179979039317814e-24
23DAPPAtex,-6.179979039317814e-24
23PDE2pp,0.0
23PDE4pp,0.0
23PDE7pp,0.0
23PDE9pp,0.0
23bpg_generation,0.0
26DAHtex,0.0
2AGPA120tipp,0.0
2AGPA140tipp,-3.016296392529693e-56
2AGPA141tipp,3.7703704906621164e-57
2AGPA160tipp,0.0
2AGPA161tipp,0.0
2AGPA180tipp,0.0
2AGPA181tipp,0.0
2AGPE120tipp,7.057726609608123e-22
2AGPE140tipp,-6.602330836879057e-23
2AGPE141tipp,-1.4392598766524337e-22
2AGPE160tipp,0.0003597408799208589
2AGPE161tipp,-6.938707719762314e-23
2AGPE180tipp,-7.283924512174902e-23
2AGPE181tipp,-3.1348345263487345e-22
2AGPEAT120,0.0
2AGPEAT140,0.0
2AGPEAT141,0.0
2AGPEAT160,0.0003597408799208589
2AGPEAT161,0.0
2AGPEAT180,0.0
2AGPEAT181,0.0
2AGPG120tipp,-7.057726609608123e-22
2AGPG140tipp,2.0277900053626117e-23
2AGPG141tipp,1.3199273256814843e-23
2AGPG160tipp,1.2457817343406813e-22
2AGPG161tipp,6.938707719762314e-23
2AGPG180tipp,0.0
2AGPG181tipp,4.0079445859125634e-22
2AGPGAT120,0.0
2AGPGAT140,0.0
2AGPGAT141,0.0
2AGPGAT160,0.0
2AGPGAT161,0.0
2AGPGAT180,0.0
2AGPGAT181,3.0478864936275537e-23
2DGULRGx,0.0
2DGULRGy,0.0
2DGULRx,0.0
2DGULRy,0.0
2Fe2S_to_ErpA_by_IscA,0.0
2Fe2S_to_ErpA_by_IscU,4.3214168201066824e-07
2Fe2S_to_ErpA_by_SufA,0.0
2Fe2S_to_IscA_by_IscU,0.0
2Fe2S_to_IscA_by_SufBCD,0.0
2Fe2S_to_SufA_by_IscU,0.0
2MAHMP,0.0
34dhpactex,0.0
3AMACHYD,0.0
3AMPtex,0.0
3CMPtex,0.0
3GMPtex,0.0
3HAD1001,0.0
3HAD1201,0.0
3HAD1211,0.0
3HAD1401,-2.0513938011772564e-57
3HAD1411,0.0
3HAD1601,2.969310890360718e-23
3HAD1611,1.3072654681000733e-22
3HAD1801,-2.876238278768753e-24
3HAD1811,0.0
3HAD401,0.0
3HAD601,0.0
3HAD801,0.0
3HCINNMH,0.0
3HPPPNH,0.0
3HPPtex,0.0
3HPPtpp,0.0
3KGK,0.0
3NTD2pp,0.0
3NTD4pp,0.0
3NTD7pp,0.0
3NTD9pp,0.0
3OAR1001,0.0
3OAR1201,0.0
3OAR1211,0.0
3OAR1401,0.007780003324786324
3OAR1411,0.0
3OAR1601,2.969312159296996e-23
3OAR1611,1.3072660267605294e-22
3OAR1801,-2.8762395079304103e-24
3OAR1811,0.0
3OAR401,0.0
3OAR601,0.0
3OAR801,0.0
3OAS1001,0.0
3OAS1201,0.0
3OAS1211,0.0
3OAS1401,0.007780006649574069
3OAS1411,0.0
3OAS1601,2.969313428233816e-23
3OAS1611,1.3072665854212247e-22
3OAS1801,-2.8762382787682272e-24
3OAS1811,0.0
3OAS601,0.0
3OAS801,0.0
3OXCOAT,0.0
3PEPTabcpp,2.3535564192945043e-23
3PEPTtex,0.0
3UMPtex,0.0
42A12BOOXpp,0.0
4Fe4S_to_ErpA_by_IscA,0.0
4Fe4S_to_ErpA_by_IscU,1.4570769079714491e-06
4Fe4S_to_ErpA_by_SufA,0.0
4Fe4S_to_IscA_by_IscU,0.0
4Fe4S_to_IscA_by_SufBCD,0.0
4Fe4S_to_SufA_by_IscU,0.0
4HOXPACDtex,0.0
4HTHRS,0.0
4PCP,0.0
4PCPpp,0.0
4PEPTabcpp,-2.800546758390867e-38
4PEPTtex,2.3535564192689202e-23
5DGLCNR,7.103593831605623e-23
5DGLCNt2rpp,0.0
5DGLCNtex,3.551796915206931e-23
5DOAN,4.9108718969626245e-06
5MTRtex,-8.829964170472753e-06
5MTRtpp,8.829964170472753e-06
A5PISO,0.00389
AACPS11,2.9693146971758903e-23
AACPS21,1.3072671440821585e-22
AACPS31,0.012762805454188033
AACPS41,0.015042806428547007
AACPS51,0.0
AACPS61,3.2569384021319405e-23
AACPS71,0.00849949204167579
