,MetabolicFlux
12DGR120tipp,0.0
12DGR140tipp,0.0
12DGR141tipp,0.0
12DGR160tipp,0.0
12DGR161tipp,0.0
12DGR180tipp,0.0
12DGR181tipp,0.0
12PPDRtex,0.0
12PPDRtpp,0.0
12PPDStex,0.0
12PPDStpp,0.0
14GLUCANabcpp,8.970802169949308e-34
14GLUCANtexi,0.0
23CAMPtex,0.0
23CCMPtex,0.0
23CGMPtex,0.0
23CUMPtex,0.0
23DAPPAt2pp,0.0
23DAPPAtex,0.0
23PDE2pp,0.0
23PDE4pp,0.0
23PDE7pp,0.0
23PDE9pp,0.0
23bpg_generation,1.5720635847795888e-41
26DAHtex,0.0
2AGPA120tipp,0.0
2AGPA140tipp,0.0
2AGPA141tipp,0.0
2AGPA160tipp,0.0
2AGPA161tipp,0.0
2AGPA180tipp,0.0
2AGPA181tipp,0.0
2AGPE120tipp,0.0
2AGPE140tipp,0.0
2AGPE141tipp,0.0
2AGPE160tipp,0.0003597452538503564
2AGPE161tipp,0.0
2AGPE180tipp,0.0
2AGPE181tipp,0.0
2AGPEAT120,0.0
2AGPEAT140,0.0
2AGPEAT141,0.0
2AGPEAT160,0.0003597452538503564
2AGPEAT161,0.0
2AGPEAT180,0.0
2AGPEAT181,0.0
2AGPG120tipp,0.0
2AGPG140tipp,0.0
2AGPG141tipp,0.0
2AGPG160tipp,0.0
2AGPG161tipp,0.0
2AGPG180tipp,0.0
2AGPG181tipp,0.0
2AGPGAT120,0.0
2AGPGAT140,0.0
2AGPGAT141,0.0
2AGPGAT160,0.0
2AGPGAT161,0.0
2AGPGAT180,0.0
2AGPGAT181,0.0
2DGULRGx,0.0
2DGULRGy,0.0
2DGULRx,0.0
2DGULRy,9.311257657733224e-24
2Fe2S_to_ErpA_by_IscA,0.0
2Fe2S_to_ErpA_by_IscU,1.0092023101281954e-06
2Fe2S_to_ErpA_by_SufA,0.0
2Fe2S_to_IscA_by_IscU,0.0
2Fe2S_to_IscA_by_SufBCD,0.0
2Fe2S_to_SufA_by_IscU,0.0
2MAHMP,0.0
34dhpactex,0.0
3AMACHYD,0.0
3AMPtex,0.0
3CMPtex,0.0
3GMPtex,0.0
3HAD1001,0.0
3HAD1201,0.0
3HAD1211,0.0
3HAD1401,0.0
3HAD1411,0.0
3HAD1601,0.0
3HAD1611,0.0
3HAD1801,0.0
3HAD1811,0.0
3HAD401,0.0
3HAD601,0.0
3HAD801,0.0
3HCINNMH,0.0
3HPPPNH,0.0
3HPPtex,0.0
3HPPtpp,0.0
3KGK,0.0
3NTD2pp,0.0
3NTD4pp,0.0
3NTD7pp,0.0
3NTD9pp,0.0
3OAR1001,0.0
3OAR1201,0.0
3OAR1211,0.0
3OAR1401,0.007780003324786324
3OAR1411,0.0
3OAR1601,0.0
3OAR1611,0.0
3OAR1801,0.0
3OAR1811,0.0
3OAR401,0.0
3OAR601,0.0
3OAR801,0.0
3OAS1001,0.0
3OAS1201,0.0
3OAS1211,0.0
3OAS1401,0.007780006649574069
3OAS1411,0.0
3OAS1601,0.0
3OAS1611,0.0
3OAS1801,0.0
3OAS1811,0.0
3OAS601,0.0
3OAS801,0.0
3OXCOAT,3.538100630042977e-23
3PEPTabcpp,0.0
3PEPTtex,0.0
3UMPtex,0.0
42A12BOOXpp,0.0
4Fe4S_to_ErpA_by_IscA,0.0
4Fe4S_to_ErpA_by_IscU,2.3450421614224864e-06
4Fe4S_to_ErpA_by_SufA,0.0
4Fe4S_to_IscA_by_IscU,0.0
4Fe4S_to_IscA_by_SufBCD,0.0
4Fe4S_to_SufA_by_IscU,0.0
4HOXPACDtex,0.0
4HTHRS,0.0
4PCP,0.0
4PCPpp,0.0
4PEPTabcpp,0.0
4PEPTtex,0.0
5DGLCNR,4.217005949852831e-23
5DGLCNt2rpp,3.7514430669741293e-23
5DGLCNtex,3.7514430669741293e-23
5DOAN,4.855166963139262e-06
5MTRtex,-8.834365609359833e-06
5MTRtpp,8.834365609359833e-06
A5PISO,0.00389
AACPS11,0.0
AACPS21,0.0
AACPS31,0.012762805454188033
AACPS41,0.015042806428547007
AACPS51,0.0
AACPS61,0.0
AACPS71,0.008499500789538523
AACPS81,0.0
AACPS91,2.322498147938125e-08
AACTOOR,0.0
AADDGT,0.0
AAMYL,8.970802169949308e-34
AAMYLpp,0.0
AB6PGH,0.0
ABTA,0.0
ABUTD,0.0
ABUTt2pp,0.0
ABUTtex,0.0
ACACCT,0.0
ACACT1r,0.0366648811511054
ACACT2r,0.0366648811511054
ACACT3r,0.0366648811511054
ACACT4r,0.03666485792612392
ACACT5r,0.03666485792612392
ACACT6r,0.028165357136585398
ACACT7r,0.028165357136585398
ACACT8r,0.0
ACACt2pp,0.0
ACACtex,0.0
ACALD,5.12695938713705e-06
ACALDtex,0.0
ACALDtpp,0.0
ACANTHAT,0.0
ACBIPGT,0.0
ACCOAC,0.007780033503252866
ACCOAL,0.0
ACGAL1PPpp,0.0
ACGAL1Ptex,0.0
ACGALtex,0.0
ACGAM1PPpp,0.0
ACGAM1Ptex,0.0
ACGAMK,0.0
ACGAMT,0.0
ACGAptspp,0.0
ACGAtex,0.0
ACGK,0.033322044807946274
ACGS,0.033322044807946274
ACHBS,0.03710704026471773
ACKr,0.06316617669642145
ACLS,0.10945758873936748
ACM6PH,0.0
ACMAMUT,0.0
ACMANAptspp,0.0
ACMANAtex,0.0
ACMUMptspp,0.0
ACMUMtex,0.0
ACNAMt2pp,0.0
ACNAMtex,0.0
ACNML,0.0
ACOAD1f,-0.0366648811511054
ACOAD2f,-0.0366648811511054
ACOAD3f,-0.0366648811511054
ACOAD4f,-0.03666485792612392
ACOAD5f,-0.03666485792612392
ACOAD6f,-0.028165357136585398
ACOAD7f,-0.01312255070803839
ACOAD8f,0.0
ACOATA1,-4.8931923617242095e-34
ACODA,0.033322044807946274
ACOLIPAabctex,0.0
ACONIs,0.0
ACONMT,0.0
ACONTa,1.1478361777290274
ACONTb,1.1478361777290274
ACOTA,-0.033322044807946274
ACPPAT1201,0.0
ACPPAT1401,0.0
ACPPAT1411,0.0
ACPPAT1601,0.0
ACPPAT1611,0.0
ACPPAT1801,0.0
ACPPAT1811,0.0
ACPS11,4.4329221438698686e-08
ACS,0.0
ACSERtex,0.0
ACSERtpp,0.0
ACt2rpp,3.499566266529899e-23
ACt4pp,0.0
ACtex,3.499566266529899e-23
ADA,0.0
ADCL,6.69e-05
ADCS,6.69e-05
ADD,0.0
ADEt2rpp,-4.720521344124799e-34
ADEtex,0.0
ADK1,0.8603507242624746
ADK3,0.0
ADK4,0.0
ADMDC,0.0
ADNCYC,0.0
ADNK1,0.00023358928583954472
ADNUC,0.0
ADNt2pp,0.0
ADNt2rpp,0.0
ADNtex,0.0
ADOCBIK,0.0
ADOCBLS,0.0
ADOCBLabcpp,2.598564083505754e-29
ADOCBLtonex,2.598564083505754e-29
ADPRDP,0.0
ADPT,0.0
ADSK,0.025954131888475184
ADSL1r,0.02520289005456172
ADSL2r,0.024343721070835374
ADSS,0.02520289005456172
AGDC,0.0
AGM3PA,0.0
AGM3PApp,0.0
AGM3PH,0.0
AGM3Pt2pp,0.0
AGM4PA,0.0
AGM4PApp,0.0
AGM4PCP,0.0
AGM4PCPpp,0.0
AGM4PH,0.0
AGM4Pt2pp,0.0
AGMH,0.0
AGMHE,0.0
AGMT,0.0
AGMt2pp,0.0
AGMtex,0.0
AGPAT1201,0.0003597452538503564
AGPAT1401,0.0
AGPAT1411,0.0
AGPAT1601,0.006381400000000001
AGPAT1611,0.0075214
AGPAT1801,0.0
AGPAT1811,0.0
AGPR,-0.033322044807946274
AGt3,0.0
AHCYSNS,0.00021477279387990857
AICART,0.03771160540089483
AIRC2,0.024343721070835374
AIRC3,-0.024343721070835374
AKGDH,0.4399449975458859
AKGt2rpp,0.0
AKGtex,0.0
ALAALAD,0.0
ALAALAabcpp,1.056772256984543e-32
ALAALAr,0.0027788
ALAALAtex,0.0
ALAGLUE,0.0
ALAR,0.0041682
ALATA_D2,0.0
ALATA_L,-0.07000086977647926
ALATA_L2,0.0
ALAabcpp,0.0
ALAt2pp,0.0
ALAt2rpp,-2.5872011900413636e-26
ALAt4pp,0.0
ALAtex,0.0
ALCD19,0.0
ALCD2x,0.0
ALDD19xr,3.538100630042977e-23
ALDD2x,0.0
ALDD2y,0.0
ALDD3y,2.65186075495661e-23
ALDD4,0.0
ALLK,0.0
ALLPI,0.0
ALLTAMH,0.0
ALLTN,0.0
ALLTNt2rpp,0.0
ALLTNtex,0.0
ALLULPE,0.0
ALLabcpp,0.0
ALLtex,0.0
ALR2,0.0
ALR4x,0.0
ALTRH,0.0
AM3PA,0.0
AM4PA,0.0
AM4PCP,0.0
AMALT1,-8.970802169949308e-34
AMALT2,-8.970802169949308e-34
AMALT3,2.6912406509847926e-33
AMALT4,0.0
AMANAPEr,0.0
AMANK,0.0
AMAOTr,7.84293527962051e-09
AMMQLT8,-1.770165592378182e-32
AMPMS2,4.15723456430817e-07
AMPN,0.0
AMPTASECG,0.0
AMPTASEPG,0.0
AMPtex,0.0
ANHGMtex,0.0
ANHMK,0.0
ANPRT,0.009033610572851593
ANS,0.009033610572851593
AOBUTDs,0.0
AOXSr21,7.84293527962051e-09
AP4AH,0.0
AP4AS,0.0
AP5AH,0.0
APCS,0.0
APG3PAT120,0.0
APG3PAT140,0.0
APG3PAT141,0.0
APG3PAT160,0.0
APG3PAT161,0.0
APG3PAT180,0.0
APG3PAT181,0.0
APH120,0.0
APH140,0.0
APH141,0.0
APH160,0.0
APH161,0.0
APH180,0.0
APH181,0.0
APPLDHr,0.0
APRAUR,2.4578840115611397e-05
ARAI,0.0
ARBTNR1,0.0
ARBTNR2,0.0
ARBTNR3,0.0
ARBTNabcpp,0.0
ARBTNexs,0.0
ARBTNtex,0.0
ARBTNtonex,0.0
ARBTNtpp,0.0
ARBTptspp,0.0
ARBTtex,0.0
ARBabcpp,0.0
ARBt2rpp,0.0
ARBt3ipp,0.0
ARBtex,0.0
ARGAGMt7pp,0.0
ARGDC,0.0
ARGDCpp,0.0
ARGORNt7pp,-1.2084013649450455e-32
ARGSL,0.033322044807946274
ARGSS,0.033322044807946274
ARGabcpp,0.0
ARGt3pp,0.0
ARGtex,0.0
ASAD,-0.12160464691234059
ASCBPL,0.0
ASCBptspp,0.0
ASCBtex,0.0
ASNN,0.0
ASNNpp,0.0
ASNS1,0.025192391643070095
ASNS2,0.0
ASNabcpp,0.0
ASNt2rpp,1.3384795731720938e-32
ASNtex,0.0
ASO3t8pp,0.0
ASO3tex,0.0
ASP1DC,5.7644329221438704e-05
ASPCT,0.02748488406710109
ASPK,0.12160464691234059
ASPO3,0.00022829381717587538
ASPO4,0.0
ASPO5,0.0
ASPO6,0.0
ASPT,0.0
ASPTA,-0.29125956060721475
ASPabcpp,0.0
ASPt2_2pp,0.0
ASPt2_3pp,0.0
ASPt2pp,0.0
ASPt2rpp,0.0
ASPtex,0.0
ASR,0.0
AST,0.0
ATHRDHr,0.0
ATPHs,0.0
ATPPRT,0.013367884330059459
ATPS4rpp,9.783258133914043
BALAt2pp,-3.3649295253357585e-33
BALAtex,0.0
BETALDHx,2.4382504518965425e-23
BETALDHy,0.0
BMOCOS,-5.216110726110464e-28
BMOGDS1,-5.216110726110464e-28
BMOGDS2,-5.216110726110464e-28
BPNT,0.025954176217696624
BSORx,0.0
BSORy,5.5201682374577654e-24
BTNt2ipp,2.5389310214299664e-23
BTNtex,2.5389310214299664e-23
BTS6,7.84293527962051e-09
BUTCT,-1.5055129477712023e-35
BUTSO3abcpp,0.0
BUTSO3tex,0.0
BUTt2rpp,0.0
BUTtex,0.0
CA2t3pp,1.868317619384945e-28
CA2tex,-1.8683174910321054e-28
CADVtpp,0.0
CAT,0.0
CAt6pp,0.0
CBIAT,0.0
CBItonex,0.0
CBIuabcpp,0.0
CBL1abcpp,0.0
CBL1tonex,0.0
CBLAT,0.0
CBMD,0.0
CBMKr,0.060806928875047364
CBPS,0.0
CCGS,5.12695938713705e-06
CD2abcpp,0.0
