,MetabolicFlux
12DGR120tipp,0.0
12DGR140tipp,0.0
12DGR141tipp,-2.0655943341178322e-51
12DGR160tipp,0.0
12DGR161tipp,0.0
12DGR180tipp,2.3451040037636605e-52
12DGR181tipp,0.0
12PPDRtex,-7.948748674902889e-57
12PPDRtpp,7.493344860899141e-58
12PPDStex,-8.727871874656094e-57
12PPDStpp,-1.664493351512938e-56
14GLUCANabcpp,8.558777278509126e-50
14GLUCANtexi,0.0
23CAMPtex,8.941414005301714e-57
23CCMPtex,8.941414005301714e-57
23CGMPtex,8.941414005301714e-57
23CUMPtex,8.941414005301714e-57
23DAPPAt2pp,3.8237948022558364e-57
23DAPPAtex,0.0
23PDE2pp,1.3653175347073869e-38
23PDE4pp,1.3670615279911436e-56
23PDE7pp,2.7341230559822872e-56
23PDE9pp,2.0505922919867155e-56
23bpg_generation,-3.615813114430961e-30
26DAHtex,0.0
2AGPA120tipp,-4.126486507949742e-50
2AGPA140tipp,-6.918660013328908e-51
2AGPA141tipp,-1.334313002570575e-50
2AGPA160tipp,0.0
2AGPA161tipp,0.0
2AGPA180tipp,-2.826467051182023e-25
2AGPA181tipp,0.0
2AGPE120tipp,0.0
2AGPE140tipp,-3.279603287649049e-56
2AGPE141tipp,4.2986416211873616e-51
2AGPE160tipp,0.00035973858932210676
2AGPE161tipp,1.0449495729162156e-54
2AGPE180tipp,0.0
2AGPE181tipp,0.0
2AGPEAT120,0.0
2AGPEAT140,0.0
2AGPEAT141,1.5140425705870141e-34
2AGPEAT160,0.00035973858932210676
2AGPEAT161,0.0
2AGPEAT180,0.0
2AGPEAT181,0.0
2AGPG120tipp,-2.7521378453246467e-36
2AGPG140tipp,3.574767583537463e-53
2AGPG141tipp,5.373302026484202e-52
2AGPG160tipp,-4.22604610499834e-51
2AGPG161tipp,0.0
2AGPG180tipp,1.6398016438245245e-56
2AGPG181tipp,0.0
2AGPGAT120,0.0
2AGPGAT140,3.5743415332742014e-53
2AGPGAT141,1.1862662730823332e-51
2AGPGAT160,-4.2260419211288547e-51
2AGPGAT161,0.0
2AGPGAT180,1.6592571263511232e-56
2AGPGAT181,0.0
2DGULRGx,0.0
2DGULRGy,0.0
2DGULRx,0.0
2DGULRy,0.0
2Fe2S_to_ErpA_by_IscA,0.0
2Fe2S_to_ErpA_by_IscU,7.066079010542966e-07
2Fe2S_to_ErpA_by_SufA,0.0
2Fe2S_to_IscA_by_IscU,0.0
2Fe2S_to_IscA_by_SufBCD,0.0
2Fe2S_to_SufA_by_IscU,0.0
2MAHMP,0.0
34dhpactex,8.941414005301714e-57
3AMACHYD,0.0
3AMPtex,0.0
3CMPtex,0.0
3GMPtex,0.0
3HAD1001,8.205575204709026e-57
3HAD1201,3.897648222236787e-56
3HAD1211,0.0
3HAD1401,0.0
3HAD1411,-1.4359756608240795e-56
3HAD1601,-6.990887496005539e-51
3HAD1611,-1.50572961452427e-50
3HAD1801,0.0
3HAD1811,0.0
3HAD401,0.0
3HAD601,0.0
3HAD801,0.0
3HCINNMH,0.0
3HPPPNH,0.0
3HPPtex,0.0
3HPPtpp,0.0
3KGK,0.0
3NTD2pp,0.0
3NTD4pp,1.0005971978393014e-56
3NTD7pp,-5.123057652937223e-54
3NTD9pp,3.001791593517904e-56
3OAR1001,1.1712666345106152e-56
3OAR1201,4.099433220787154e-56
3OAR1211,0.0
3OAR1401,0.007780003324786324
3OAR1411,-1.756899951765923e-56
3OAR1601,-6.908411714335892e-51
3OAR1611,-1.228162082548603e-50
3OAR1801,1.464083293138269e-57
3OAR1811,0.0
3OAR401,-1.464083293138269e-57
3OAR601,0.0
3OAR801,0.0
3OAS1001,1.362843481099678e-57
3OAS1201,1.6354121773196134e-56
3OAS1211,-1.0938827316004394e-56
3OAS1401,0.007780006649574069
3OAS1411,-1.7775594388507142e-56
3OAS1601,-7.14522483018788e-51
3OAS1611,-1.1470191791706624e-50
3OAS1801,1.362843481099678e-57
3OAS1811,0.0
3OAS601,0.0
3OAS801,0.0
3OXCOAT,0.0
3PEPTabcpp,0.0
3PEPTtex,8.941414005301714e-57
3UMPtex,0.0
42A12BOOXpp,-1.7466895980212484e-56
4Fe4S_to_ErpA_by_IscA,0.0
4Fe4S_to_ErpA_by_IscU,1.8644245040370912e-06
4Fe4S_to_ErpA_by_SufA,0.0
4Fe4S_to_IscA_by_IscU,0.0
4Fe4S_to_IscA_by_SufBCD,0.0
4Fe4S_to_SufA_by_IscU,2.6180791729169648e-58
4HOXPACDtex,0.0
4HTHRS,0.0
4PCP,0.0
4PCPpp,0.0
4PEPTabcpp,0.0
4PEPTtex,-5.859845082514531e-52
5DGLCNR,0.0
5DGLCNt2rpp,0.0
5DGLCNtex,0.0
5DOAN,4.84797749565535e-06
5MTRtex,-8.833498886101202e-06
5MTRtpp,8.833498886101202e-06
A5PISO,0.00389
AACPS11,-6.726253922076077e-51
AACPS21,-1.195778475035747e-50
AACPS31,0.012762805454188033
AACPS41,0.015042806428547007
AACPS51,-5.701916098765121e-57
AACPS61,5.701916098765121e-57
AACPS71,0.008499487460476327
AACPS81,0.0
AACPS91,1.6526939063894716e-08
AACTOOR,0.0
AADDGT,0.0
AAMYL,8.558772904969412e-50
AAMYLpp,0.0
AB6PGH,0.0
ABTA,0.0
ABUTD,1.0299966514977901e-53
ABUTt2pp,0.0
ABUTtex,8.941414005301714e-57
ACACCT,4.239357108042224e-49
ACACT1r,0.03666485445947254
ACACT2r,0.03666485445947254
ACACT3r,0.03666485445947254
ACACT4r,0.03666483793253348
ACACT5r,0.03666483793253348
ACACT6r,0.02816535047205715
ACACT7r,0.02816535047205715
ACACT8r,-1.0782057366636277e-50
ACACt2pp,4.239357096118313e-49
ACACtex,8.941414005301714e-57
ACALD,5.124360116841403e-06
ACALDtex,0.0
ACALDtpp,0.0
ACANTHAT,0.0
ACBIPGT,0.0
ACCOAC,0.007780033503252866
ACCOAL,0.0
ACGAL1PPpp,0.0
ACGAL1Ptex,0.0
ACGALtex,0.0
ACGAM1PPpp,0.0
ACGAM1Ptex,-6.52723222387025e-55
ACGAMK,6.878464959680116e-55
ACGAMT,0.0
ACGAptspp,1.3204831509660391e-56
ACGAtex,0.0
ACGK,0.03336399976583953
ACGS,0.03336399976583953
ACHBS,0.037124193034332696
ACKr,0.0
ACLS,0.10946094019482375
ACM6PH,-7.252690327820585e-55
ACMAMUT,0.0
ACMANAptspp,-7.19930335961314e-57
ACMANAtex,0.0
ACMUMptspp,0.0
ACMUMtex,0.0
ACNAMt2pp,9.224982307502182e-58
ACNAMtex,0.0
ACNML,1.309726485764745e-56
ACOAD1f,-0.03666485445947254
ACOAD2f,-0.03666485445947254
ACOAD3f,-0.03666485445947254
ACOAD4f,-0.03666483793253348
ACOAD5f,-0.03666483793253348
ACOAD6f,-0.02816535047205715
ACOAD7f,-0.01312254404351014
ACOAD8f,-5.61506435060314e-51
ACOATA1,4.946189339562376e-31
ACODA,0.03336399976583953
ACOLIPAabctex,-5.541788135110965e-56
ACONIs,0.0
ACONMT,0.0
ACONTa,0.7642174508110042
ACONTb,0.7642174508110042
ACOTA,-0.03336399976583953
ACPPAT1201,0.0
ACPPAT1401,0.0
ACPPAT1411,0.0
ACPPAT1601,0.0
ACPPAT1611,0.0
ACPPAT1801,0.0
ACPPAT1811,0.0
ACPS11,4.4329204321518915e-08
ACS,0.0
ACSERtex,-1.7882828010603428e-56
ACSERtpp,0.0
ACt2rpp,-0.06319214924630137
ACt4pp,0.0
ACtex,-0.06319214924630137
ADA,0.0
ADCL,6.69e-05
ADCS,6.69e-05
ADD,0.0
ADEt2rpp,-9.069532360453561e-25
ADEtex,0.0
ADK1,0.8595018115848854
ADK3,0.0
ADK4,2.5202844756261028e-51
ADMDC,0.0
ADNCYC,5.2725836264674106e-24
ADNK1,0.00023357707034953688
ADNUC,0.0
ADNt2pp,0.0
ADNt2rpp,0.0
ADNtex,0.0
ADOCBIK,3.754205942561406e-57
ADOCBLS,0.0
ADOCBLabcpp,0.0
ADOCBLtonex,0.0
ADPRDP,0.0
ADPT,0.0
ADSK,0.025938149480461845
ADSL1r,0.02507215542079874
ADSL2r,0.024071083226170527
ADSS,0.02507215542079874
AGDC,-1.7025777312202676e-52
AGM3PA,0.0
AGM3PApp,0.0
AGM3PH,0.0
AGM3Pt2pp,1.217902933461184e-37
AGM4PA,0.0
AGM4PApp,0.0
AGM4PCP,0.0
AGM4PCPpp,0.0
AGM4PH,2.116444759492907e-54
AGM4Pt2pp,2.455409054715997e-54
AGMH,4.232889518985814e-54
AGMHE,4.821460448521967e-56
AGMT,0.0
AGMt2pp,4.910818109431994e-54
AGMtex,8.941414005301714e-57
AGPAT1201,0.00035973858932210676
AGPAT1401,0.0
AGPAT1411,0.0
AGPAT1601,0.006381400000000001
AGPAT1611,0.0075214
AGPAT1801,0.0
AGPAT1811,0.0
AGPR,-0.03336399976583953
AGt3,0.0
AHCYSNS,0.00021476285011595505
AICART,0.03743855554688523
AIRC2,0.024071083226170527
AIRC3,-0.024071083226170527
AKGDH,0.6414063952886139
AKGt2rpp,-7.190678453560591e-57
AKGtex,8.941414005301714e-57
ALAALAD,0.0
ALAALAabcpp,-6.441206085684248e-53
ALAALAr,0.0027788
ALAALAtex,8.941414005301714e-57
ALAGLUE,0.0
ALAR,0.0041682
ALATA_D2,0.0
ALATA_L,-0.06996516800491409
ALATA_L2,7.221400702814753e-50
ALAabcpp,0.0
ALAt2pp,0.0
ALAt2rpp,-3.4712519162816337e-25
ALAt4pp,0.0
ALAtex,0.0
ALCD19,0.0
ALCD2x,1.0457123556040363e-56
ALDD19xr,0.0
ALDD2x,0.0
ALDD2y,0.0
ALDD3y,2.48722192441484e-25
ALDD4,1.0274948113022656e-30
ALLK,3.7878780632676723e-57
ALLPI,5.62642067395765e-57
ALLTAMH,7.319582732315863e-53
ALLTN,7.31952237809262e-53
ALLTNt2rpp,0.0
ALLTNtex,8.941414005301714e-57
ALLULPE,0.0
ALLabcpp,6.491827376289013e-57
ALLtex,8.941414005301714e-57
ALR2,0.0
ALR4x,5.508821646426386e-57
ALTRH,0.0
AM3PA,1.5716357072940746e-37
AM4PA,0.0
AM4PCP,0.0
AMALT1,-8.558768159566332e-50
AMALT2,0.0
AMALT3,1.7117516616922502e-49
AMALT4,7.780057913862226e-35
AMANAPEr,9.465948679258113e-57
AMANK,7.47447900397712e-57
AMAOTr,7.842935279620535e-09
AMMQLT8,1.0578482762901879e-54
AMPMS2,4.2164132021901427e-07
AMPN,0.0
AMPTASECG,-3.1358927035763525e-40
AMPTASEPG,2.179185946724023e-56
AMPtex,0.0
ANHGMtex,0.0
ANHMK,-7.224753654804497e-55
ANPRT,0.00904628645321622
ANS,0.00904628645321622
AOBUTDs,0.0
AOXSr21,7.842935279620535e-09
AP4AH,0.0
AP4AS,0.0
AP5AH,0.0
APCS,0.0
APG3PAT120,0.0
APG3PAT140,0.0
APG3PAT141,0.0
APG3PAT160,5.908495793718048e-56
APG3PAT161,0.0
APG3PAT180,0.0
APG3PAT181,0.0
APH120,0.0
APH140,0.0
APH141,0.0
APH160,0.0
APH161,0.0
APH180,0.0
APH181,0.0
APPLDHr,0.0
APRAUR,2.4053894255508814e-05
ARAI,1.6622395686369052e-56
ARBTNR1,0.0
ARBTNR2,0.0
ARBTNR3,0.0
ARBTNabcpp,0.0
ARBTNexs,0.0
ARBTNtex,0.0
ARBTNtonex,1.9118974011279182e-57
ARBTNtpp,0.0
ARBTptspp,0.0
ARBTtex,0.0
ARBabcpp,0.0
ARBt2rpp,-1.468294141800449e-56
ARBt3ipp,0.0
ARBtex,8.941414005301714e-57
ARGAGMt7pp,0.0
ARGDC,-4.8837263039703995e-26
ARGDCpp,0.0
ARGORNt7pp,-5.951229276914522e-56
ARGSL,0.03336399976583953
ARGSS,0.03336399976583953
ARGabcpp,0.0
ARGt3pp,0.0
ARGtex,0.0
ASAD,-0.1216229728847663
ASCBPL,0.0
ASCBptspp,0.0
ASCBtex,0.0
ASNN,0.0
ASNNpp,0.0
