,MetabolicFlux
12DGR120tipp,8.155773104009472e-51
12DGR140tipp,-3.0530655354106075e-23
12DGR141tipp,0.0
12DGR160tipp,-2.089529536829182e-22
12DGR161tipp,0.0
12DGR180tipp,3.021652513611345e-23
12DGR181tipp,8.393693817501929e-24
12PPDRtex,-7.704515753153712e-23
12PPDRtpp,0.0
12PPDStex,-4.7082565788547016e-23
12PPDStpp,2.437789767123412e-23
14GLUCANabcpp,-5.680669562264462e-35
14GLUCANtexi,0.0
23CAMPtex,-8.666680489826646e-23
23CCMPtex,-8.666680489826646e-23
23CGMPtex,-8.666680489826646e-23
23CUMPtex,-8.666680489826646e-23
23DAPPAt2pp,0.0
23DAPPAtex,6.496888623282957e-23
23PDE2pp,0.0
23PDE4pp,0.0
23PDE7pp,0.0
23PDE9pp,0.0
23bpg_generation,-2.515301735647342e-40
26DAHtex,-6.24021479964924e-23
2AGPA120tipp,0.0
2AGPA140tipp,1.0455087419592124e-22
2AGPA141tipp,2.7148454493793753e-22
2AGPA160tipp,0.0
2AGPA161tipp,0.0
2AGPA180tipp,-1.8851852453310582e-57
2AGPA181tipp,7.933273298467622e-23
2AGPE120tipp,2.134759764967556e-22
2AGPE140tipp,-2.7402679438492457e-24
2AGPE141tipp,-6.048788959953939e-23
2AGPE160tipp,0.0003597385893221207
2AGPE161tipp,0.0
2AGPE180tipp,-1.636342700493306e-22
2AGPE181tipp,-3.5954034731993625e-23
2AGPEAT120,0.0
2AGPEAT140,0.0
2AGPEAT141,0.0
2AGPEAT160,0.0003597385893221207
2AGPEAT161,0.0
2AGPEAT180,0.0
2AGPEAT181,0.0
2AGPG120tipp,-2.134759764967556e-22
2AGPG140tipp,1.4546178313688432e-24
2AGPG141tipp,6.048788959953939e-23
2AGPG160tipp,0.0
2AGPG161tipp,0.0
2AGPG180tipp,8.407727177463349e-23
2AGPG181tipp,4.228448506507884e-23
2AGPGAT120,0.0
2AGPGAT140,0.0
2AGPGAT141,0.0
2AGPGAT160,0.0
2AGPGAT161,0.0
2AGPGAT180,0.0
2AGPGAT181,6.330450333085215e-24
2DGULRGx,0.0
2DGULRGy,0.0
2DGULRx,0.0
2DGULRy,0.0
2Fe2S_to_ErpA_by_IscA,0.0
2Fe2S_to_ErpA_by_IscU,7.066079016789454e-07
2Fe2S_to_ErpA_by_SufA,0.0
2Fe2S_to_IscA_by_IscU,0.0
2Fe2S_to_IscA_by_SufBCD,0.0
2Fe2S_to_SufA_by_IscU,0.0
2MAHMP,0.0
34dhpactex,-8.666680489826646e-23
3AMACHYD,-7.678459143030349e-34
