,MetabolicFlux
12DGR120tipp,-5.384302174348714e-22
12DGR140tipp,2.251314252024327e-57
12DGR141tipp,6.44312970270007e-22
12DGR160tipp,-3.047886493630341e-23
12DGR161tipp,-1.716166423204594e-21
12DGR180tipp,1.080630840971677e-55
12DGR181tipp,2.877773669441243e-23
12PPDRtex,0.0
12PPDRtpp,0.0
12PPDStex,3.057603716384433e-23
12PPDStpp,3.057603716384433e-23
14GLUCANabcpp,0.0
14GLUCANtexi,0.0
23CAMPtex,0.0
23CCMPtex,0.0
23CGMPtex,0.0
23CUMPtex,0.0
23DAPPAt2pp,0.0
23DAPPAtex,0.0
23PDE2pp,0.0
23PDE4pp,0.0
23PDE7pp,0.0
23PDE9pp,0.0
23bpg_generation,0.0
26DAHtex,0.0
2AGPA120tipp,0.0
2AGPA140tipp,4.2985724514076005e-22
2AGPA141tipp,3.0135806850642035e-23
2AGPA160tipp,0.0
2AGPA161tipp,0.0
2AGPA180tipp,0.0
2AGPA181tipp,1.3002854688035338e-22
2AGPE120tipp,1.0489846066515254e-21
2AGPE140tipp,-6.395287131639576e-24
2AGPE141tipp,-6.979638302010197e-22
2AGPE160tipp,0.00035973858932210676
2AGPE161tipp,-3.265467415363174e-56
2AGPE180tipp,-7.412324768925314e-23
2AGPE181tipp,-1.0422660450486365e-21
2AGPEAT120,0.0
2AGPEAT140,0.0
2AGPEAT141,0.0
2AGPEAT160,0.00035973858932210676
2AGPEAT161,0.0
2AGPEAT180,0.0
2AGPEAT181,0.0
2AGPG120tipp,-1.1895021962481522e-21
2AGPG140tipp,6.395287131639576e-24
2AGPG141tipp,2.6114228561216726e-23
2AGPG160tipp,3.047886493630341e-23
2AGPG161tipp,7.857179645916278e-25
2AGPG180tipp,-4.920432331426381e-22
2AGPG181tipp,1.1142930123790458e-21
2AGPGAT120,0.0
2AGPGAT140,0.0
2AGPGAT141,0.0
2AGPGAT160,3.047886493630341e-23
2AGPGAT161,7.857179645916278e-25
2AGPGAT180,0.0
2AGPGAT181,1.0741355334920324e-22
2DGULRGx,0.0
2DGULRGy,0.0
2DGULRx,0.0
2DGULRy,0.0
2Fe2S_to_ErpA_by_IscA,0.0
2Fe2S_to_ErpA_by_IscU,7.066079010543689e-07
2Fe2S_to_ErpA_by_SufA,0.0
2Fe2S_to_IscA_by_IscU,0.0
2Fe2S_to_IscA_by_SufBCD,0.0
2Fe2S_to_SufA_by_IscU,0.0
2MAHMP,0.0
34dhpactex,0.0
3AMACHYD,0.0
3AMPtex,0.0
3CMPtex,0.0
3GMPtex,0.0
3HAD1001,0.0
3HAD1201,0.0
3HAD1211,0.0
3HAD1401,0.0
3HAD1411,0.0
3HAD1601,3.193704660214951e-23
3HAD1611,6.469113163770163e-22
3HAD1801,0.0
3HAD1811,0.0
3HAD401,0.0
3HAD601,0.0
3HAD801,0.0
3HCINNMH,0.0
3HPPPNH,0.0
3HPPtex,0.0
3HPPtpp,0.0
3KGK,0.0
3NTD2pp,0.0
3NTD4pp,0.0
3NTD7pp,0.0
3NTD9pp,0.0
3OAR1001,0.0
3OAR1201,0.0
3OAR1211,0.0
3OAR1401,0.007780003324786324
3OAR1411,0.0
3OAR1601,3.013578109355868e-23
3OAR1611,6.469115928348438e-22
3OAR1801,0.0
3OAR1811,0.0
