,MetabolicFlux
12DGR120tipp,1.3238372504610414e-23
12DGR140tipp,6.153507000965044e-23
12DGR141tipp,2.877773669441243e-23
12DGR160tipp,-8.120706054861144e-22
12DGR161tipp,2.877773669441243e-23
12DGR180tipp,3.275733331523801e-23
12DGR181tipp,1.4846579830542702e-23
12PPDRtex,-7.823552323097247e-23
12PPDRtpp,0.0
12PPDStex,-8.590403983491782e-23
12PPDStpp,0.0
14GLUCANabcpp,2.5506822474859876e-36
14GLUCANtexi,0.0
23CAMPtex,-8.800582729936057e-23
23CCMPtex,-8.800582729936057e-23
23CGMPtex,-8.800582729936057e-23
23CUMPtex,-8.800582729936057e-23
23DAPPAt2pp,0.0
23DAPPAtex,6.597267071688908e-23
23PDE2pp,0.0
23PDE4pp,0.0
23PDE7pp,0.0
23PDE9pp,0.0
23bpg_generation,6.288254339118355e-40
26DAHtex,-6.336627577461664e-23
2AGPA120tipp,0.0
2AGPA140tipp,0.0
2AGPA141tipp,0.0
2AGPA160tipp,0.0
2AGPA161tipp,0.0
2AGPA180tipp,0.0
2AGPA181tipp,0.0
2AGPE120tipp,6.841277973366711e-22
2AGPE140tipp,-1.192347540419106e-22
2AGPE141tipp,-4.535402284114589e-22
2AGPE160tipp,0.00035974836159808574
2AGPE161tipp,0.0
2AGPE180tipp,-8.016159884901043e-23
2AGPE181tipp,-7.830631280151013e-23
2AGPEAT120,0.0
2AGPEAT140,0.0
2AGPEAT141,0.0
2AGPEAT160,0.00035974836159808574
2AGPEAT161,0.0
2AGPEAT180,0.0
2AGPEAT181,0.0
2AGPG120tipp,-7.138209443083828e-22
2AGPG140tipp,3.9073155192900177e-23
2AGPG141tipp,5.335678361741912e-22
2AGPG160tipp,1.2271197176204536e-23
2AGPG161tipp,0.0
2AGPG180tipp,0.0
2AGPG181tipp,4.8613165829798356e-23
2AGPGAT120,0.0
2AGPGAT140,0.0
2AGPGAT141,0.0
2AGPGAT160,0.0
2AGPGAT161,0.0
2AGPGAT180,0.0
2AGPGAT181,0.0
2DGULRGx,0.0
2DGULRGy,0.0
2DGULRx,0.0
2DGULRy,0.0
2Fe2S_to_ErpA_by_IscA,0.0
2Fe2S_to_ErpA_by_IscU,7.175836751682072e-07
2Fe2S_to_ErpA_by_SufA,0.0
2Fe2S_to_IscA_by_IscU,0.0
2Fe2S_to_IscA_by_SufBCD,0.0
2Fe2S_to_SufA_by_IscU,0.0
2MAHMP,0.0
34dhpactex,-8.800582729936057e-23
3AMACHYD,4.81021084059116e-35
