,MetabolicFlux
12DGR120tipp,-1.0904229385716255e-23
12DGR140tipp,0.0
12DGR141tipp,1.4477277954126588e-23
12DGR160tipp,-2.3366925105398603e-22
12DGR161tipp,0.0
12DGR180tipp,-1.8139300650274562e-24
12DGR181tipp,1.2750282391188692e-23
12PPDRtex,0.0
12PPDRtpp,0.0
12PPDStex,0.0
12PPDStpp,0.0
14GLUCANabcpp,0.0
14GLUCANtexi,0.0
23CAMPtex,0.0
23CCMPtex,0.0
23CGMPtex,0.0
23CUMPtex,0.0
23DAPPAt2pp,0.0
23DAPPAtex,0.0
23PDE2pp,0.0
23PDE4pp,0.0
23PDE7pp,0.0
23PDE9pp,0.0
23bpg_generation,0.0
26DAHtex,0.0
2AGPA120tipp,0.0
2AGPA140tipp,4.838961842099872e-23
2AGPA141tipp,4.530268915161731e-23
2AGPA160tipp,0.0
2AGPA161tipp,0.0
2AGPA180tipp,2.9979563546757444e-23
2AGPA181tipp,1.421095965329728e-22
2AGPE120tipp,0.0
2AGPE140tipp,1.796957159471902e-23
2AGPE141tipp,5.2977751602052656e-24
2AGPE160tipp,0.00035973858953555803
2AGPE161tipp,5.0126203792548906e-23
2AGPE180tipp,1.5597839033665262e-23
2AGPE181tipp,-1.5707279541561167e-22
2AGPEAT120,0.0
2AGPEAT140,0.0
2AGPEAT141,0.0
2AGPEAT160,0.00035973858953555803
2AGPEAT161,0.0
2AGPEAT180,0.0
2AGPEAT181,0.0
2AGPG120tipp,0.0
2AGPG140tipp,1.0802920286221844e-23
2AGPG141tipp,2.5181089776098145e-23
2AGPG160tipp,0.0
2AGPG161tipp,-1.9647338856245498e-23
2AGPG180tipp,1.3858359038064136e-23
2AGPG181tipp,2.771308057075115e-23
2AGPGAT120,0.0
2AGPGAT140,3.047886493630341e-23
2AGPGAT141,3.047886493630341e-23
2AGPGAT160,7.279115667753209e-23
2AGPGAT161,3.047886493630341e-23
2AGPGAT180,2.9456198071729395e-23
2AGPGAT181,1.2067324555280895e-56
2DGULRGx,-4.7301305028714616e-58
2DGULRGy,0.0
2DGULRx,0.0
2DGULRy,0.0
2Fe2S_to_ErpA_by_IscA,0.0
2Fe2S_to_ErpA_by_IscU,7.066169801406539e-07
2Fe2S_to_ErpA_by_SufA,0.0
2Fe2S_to_IscA_by_IscU,0.0
2Fe2S_to_IscA_by_SufBCD,0.0
2Fe2S_to_SufA_by_IscU,-7.546099448048191e-41
2MAHMP,0.0
34dhpactex,0.0
3AMACHYD,0.0
3AMPtex,0.0
3CMPtex,0.0
3GMPtex,0.0
3HAD1001,0.0
3HAD1201,0.0
3HAD1211,0.0
3HAD1401,0.0
3HAD1411,0.0
3HAD1601,0.0
3HAD1611,0.0
3HAD1801,0.0
3HAD1811,0.0
3HAD401,0.0
3HAD601,0.0
3HAD801,0.0
3HCINNMH,0.0
3HPPPNH,0.0
3HPPtex,0.0
3HPPtpp,0.0
3KGK,0.0
3NTD2pp,0.0
3NTD4pp,0.0
3NTD7pp,0.0
3NTD9pp,0.0
3OAR1001,0.0
3OAR1201,0.0
3OAR1211,0.0
3OAR1401,0.007780003324786324
3OAR1411,0.0
3OAR1601,0.0
3OAR1611,0.0
3OAR1801,0.0
3OAR1811,0.0
3OAR401,0.0
3OAR601,0.0
3OAR801,0.0
3OAS1001,0.0
3OAS1201,0.0
3OAS1211,0.0
3OAS1401,0.007780006649574069
3OAS1411,0.0
3OAS1601,0.0
3OAS1611,0.0
3OAS1801,0.0
3OAS1811,0.0
3OAS601,0.0
3OAS801,0.0
3OXCOAT,0.0
3PEPTabcpp,2.0425946258923424e-23
3PEPTtex,0.0
3UMPtex,0.0
42A12BOOXpp,0.0
4Fe4S_to_ErpA_by_IscA,0.0
4Fe4S_to_ErpA_by_IscU,1.8644497065924718e-06
4Fe4S_to_ErpA_by_SufA,0.0
4Fe4S_to_IscA_by_IscU,0.0
4Fe4S_to_IscA_by_SufBCD,0.0
4Fe4S_to_SufA_by_IscU,2.7165958012973486e-39
4HOXPACDtex,0.0
4HTHRS,0.0
4PCP,0.0
4PCPpp,0.0
4PEPTabcpp,-2.0425946258923424e-23
4PEPTtex,0.0
5DGLCNR,0.0
5DGLCNt2rpp,-1.2179141524782172e-56
5DGLCNtex,-1.0617929131295786e-56
5DOAN,4.84806778361777e-06
5MTRtex,-8.834385438605983e-06
5MTRtpp,8.834385438605983e-06
A5PISO,0.00389
AACPS11,0.0
AACPS21,0.0
AACPS31,0.012762805454188033
AACPS41,0.015042806428547007
AACPS51,-2.5500575680054637e-23
AACPS61,-2.392633662538649e-23
AACPS71,0.00849948746090323
AACPS81,0.0
AACPS91,1.6527218980469237e-08
AACTOOR,0.0
AADDGT,0.0
AAMYL,0.0
AAMYLpp,0.0
AB6PGH,0.0
ABTA,0.0
ABUTD,0.0
ABUTt2pp,0.0
ABUTtex,0.0
ACACCT,3.7514430669661695e-23
ACACT1r,0.03666485446039281
ACACT2r,0.03666485446039281
ACACT3r,0.03666485446039281
ACACT4r,0.03666483793317383
ACACT5r,0.03666483793317383
ACACT6r,0.0281653504722706
ACACT7r,0.0281653504722706
ACACT8r,1.3178762231934552e-22
ACACt2pp,3.7514430669661695e-23
ACACtex,3.7514430669661695e-23
ACALD,5.124839266915402e-06
ACALDtex,0.0
ACALDtpp,0.0
ACANTHAT,0.0
ACBIPGT,0.0
ACCOAC,0.007780033503252866
ACCOAL,0.0
ACGAL1PPpp,0.0
ACGAL1Ptex,0.0
ACGALtex,0.0
ACGAM1PPpp,0.0
ACGAM1Ptex,0.0
ACGAMK,0.0
ACGAMT,0.0
ACGAptspp,0.0
ACGAtex,0.0
ACGK,0.03336897029628976
ACGS,0.03336897029628976
ACHBS,0.037130419465806024
ACKr,0.0
ACLS,0.10945263558880505
ACM6PH,0.0
ACMAMUT,0.0
ACMANAptspp,0.0
ACMANAtex,0.0
ACMUMptspp,0.0
ACMUMtex,0.0
ACNAMt2pp,0.0
ACNAMtex,0.0
ACNML,0.0
ACOAD1f,-0.03666485446039281
ACOAD2f,-0.03666485446039281
ACOAD3f,-0.03666485446039281
ACOAD4f,-0.03666483793317383
ACOAD5f,-0.03666483793317383
ACOAD6f,-0.0281653504722706
ACOAD7f,-0.013122544043723592
ACOAD8f,6.131895949364742e-23
ACOATA1,2.7488419747764668e-36
ACODA,0.03336897029628976
ACOLIPAabctex,0.0
ACONIs,0.0
ACONMT,0.0
ACONTa,0.7642244122039206
ACONTb,0.7642244122039206
ACOTA,-0.03336897029628976
ACPPAT1201,0.0
ACPPAT1401,0.0
ACPPAT1411,0.0
ACPPAT1601,0.0
ACPPAT1611,0.0
ACPPAT1801,0.0
ACPPAT1811,0.0
ACPS11,4.4329204322123035e-08
ACS,0.0
ACSERtex,0.0
ACSERtpp,4.53949981470536e-23
ACt2rpp,-0.06320214635419669
