,MetabolicFlux
12DGR120tipp,-2.3703032097921937e-22
12DGR140tipp,4.389654887770588e-22
12DGR141tipp,0.0
12DGR160tipp,-5.478575716723527e-22
12DGR161tipp,2.877773669441243e-23
12DGR180tipp,3.351873314517658e-23
12DGR181tipp,8.393693817501929e-24
12PPDRtex,-7.704515753153712e-23
12PPDRtpp,0.0
12PPDStex,-4.7082565788547016e-23
12PPDStpp,2.437789767123412e-23
14GLUCANabcpp,5.909399024181654e-36
14GLUCANtexi,0.0
23CAMPtex,-8.666680489826646e-23
23CCMPtex,-8.666680489826646e-23
23CGMPtex,-8.666680489826646e-23
23CUMPtex,-8.666680489826646e-23
23DAPPAt2pp,0.0
23DAPPAtex,6.496888623282957e-23
23PDE2pp,0.0
23PDE4pp,0.0
23PDE7pp,0.0
23PDE9pp,0.0
23bpg_generation,-1.257650867823671e-40
26DAHtex,-6.24021479964924e-23
2AGPA120tipp,0.0
2AGPA140tipp,3.0135806850642035e-23
2AGPA141tipp,3.5379626928048826e-22
2AGPA160tipp,0.0
2AGPA161tipp,0.0
2AGPA180tipp,0.0
2AGPA181tipp,1.4823824215313896e-23
2AGPE120tipp,2.3703032097921937e-22
2AGPE140tipp,-4.746063165635317e-22
2AGPE141tipp,-1.7623323301998667e-22
2AGPE160tipp,0.0003597385893218892
2AGPE161tipp,1.3061869661452695e-55
2AGPE180tipp,-1.0162706525370362e-22
2AGPE181tipp,-3.903632178055635e-23
2AGPEAT120,0.0
2AGPEAT140,0.0
2AGPEAT141,0.0
2AGPEAT160,0.0003597385893218892
2AGPEAT161,0.0
2AGPEAT180,0.0
2AGPEAT181,0.0
2AGPG120tipp,-2.3703032097921937e-22
2AGPG140tipp,3.4355177673992526e-23
2AGPG141tipp,1.7314630375060525e-22
2AGPG160tipp,-5.1878551870507466e-23
2AGPG161tipp,-8.572767033004118e-23
2AGPG180tipp,-3.5406917708797997e-26
2AGPG181tipp,3.903632178055635e-23
2AGPGAT120,0.0
2AGPGAT140,0.0
2AGPGAT141,0.0
2AGPGAT160,-5.1878551870507466e-23
2AGPGAT161,-8.572767033004118e-23
2AGPGAT180,0.0
2AGPGAT181,0.0
2DGULRGx,0.0
2DGULRGy,0.0
2DGULRx,0.0
2DGULRy,0.0
2Fe2S_to_ErpA_by_IscA,0.0
2Fe2S_to_ErpA_by_IscU,7.06607897048767e-07
2Fe2S_to_ErpA_by_SufA,0.0
2Fe2S_to_IscA_by_IscU,0.0
2Fe2S_to_IscA_by_SufBCD,0.0
2Fe2S_to_SufA_by_IscU,0.0
2MAHMP,0.0
34dhpactex,-8.666680489826646e-23
3AMACHYD,0.0
3AMPtex,8.666680489826646e-23
3CMPtex,-8.666680489826646e-23
3GMPtex,-8.666680489826646e-23
3HAD1001,0.0
3HAD1201,0.0
3HAD1211,0.0
3HAD1401,-3.9316303549587215e-22
3HAD1411,0.0
3HAD1601,5.982887711863244e-23
3HAD1611,3.3588508517370493e-22
3HAD1801,0.0
3HAD1811,0.0
3HAD401,0.0
3HAD601,0.0
3HAD801,0.0
3HCINNMH,3.7514430669661695e-23
3HPPPNH,3.7514430669661695e-23
3HPPtex,-6.496888623282957e-23
3HPPtpp,0.0
3KGK,0.0
3NTD2pp,0.0
3NTD4pp,0.0
3NTD7pp,0.0
3NTD9pp,0.0
3OAR1001,0.0
3OAR1201,0.0
3OAR1211,0.0
3OAR1401,0.007780003324786324
3OAR1411,0.0
3OAR1601,5.982890268652864e-23
3OAR1611,3.358852287143396e-22
3OAR1801,0.0
3OAR1811,0.0
3OAR401,0.0
3OAR601,0.0
3OAR801,0.0
3OAS1001,0.0
3OAS1201,0.0
3OAS1211,0.0
3OAS1401,0.007780006649574069
3OAS1411,0.0
3OAS1601,5.982892825443576e-23
3OAS1611,3.358853722550356e-22
3OAS1801,0.0
3OAS1811,0.0
3OAS601,0.0
3OAS801,0.0
3OXCOAT,0.0
3PEPTabcpp,0.0
3PEPTtex,-8.666680489826646e-23
3UMPtex,-8.666680489826646e-23
42A12BOOXpp,0.0
4Fe4S_to_ErpA_by_IscA,0.0
4Fe4S_to_ErpA_by_IscU,1.8644244989727812e-06
4Fe4S_to_ErpA_by_SufA,0.0
4Fe4S_to_IscA_by_IscU,0.0
4Fe4S_to_IscA_by_SufBCD,0.0
4Fe4S_to_SufA_by_IscU,0.0
4HOXPACDtex,-8.666680489826646e-23
4HTHRS,0.0
4PCP,0.0
4PCPpp,0.0
4PEPTabcpp,0.0
4PEPTtex,-8.666680489826646e-23
5DGLCNR,0.0
5DGLCNt2rpp,0.0
5DGLCNtex,-8.666680489826646e-23
5DOAN,4.84797747145549e-06
5MTRtex,-8.833498889319292e-06
5MTRtpp,8.833498889319292e-06
A5PISO,0.00389
AACPS11,4.529918212999065e-22
AACPS21,3.3588551579579295e-22
AACPS31,0.012762805454188033
AACPS41,0.015042806428547007
AACPS51,-1.6787394809101135e-23
AACPS61,2.9693146971711784e-23
AACPS71,0.008499487460475894
AACPS81,0.0
AACPS91,1.6526939041343162e-08
AACTOOR,0.0
AADDGT,0.0
AAMYL,5.909399024181654e-36
AAMYLpp,0.0
AB6PGH,0.0
ABTA,0.0
ABUTD,0.0
ABUTt2pp,0.0
ABUTtex,-8.666680489826646e-23
ACACCT,3.7514430669661695e-23
ACACT1r,0.03666485445947187
ACACT2r,0.03666485445947187
ACACT3r,0.03666485445947187
ACACT4r,0.03666483793253282
ACACT5r,0.03666483793253282
ACACT6r,0.02816535047205693
ACACT7r,0.02816535047205693
ACACT8r,1.6735560519791193e-22
ACACt2pp,3.7514430669661695e-23
ACACtex,-4.9152374228604776e-23
ACALD,5.124360130239766e-06
ACALDtex,-7.270335621173153e-23
ACALDtpp,0.0
ACANTHAT,0.0
ACBIPGT,0.0
ACCOAC,0.007780033503252866
ACCOAL,0.0
ACGAL1PPpp,0.0
ACGAL1Ptex,8.666680489826646e-23
ACGALtex,-8.666680489826646e-23
ACGAM1PPpp,0.0
ACGAM1Ptex,-8.666680489826646e-23
ACGAMK,0.0
ACGAMT,0.0
ACGAptspp,0.0
ACGAtex,-8.666680489826646e-23
ACGK,0.03336399986420085
ACGS,0.03336399986420085
ACHBS,0.037124192898776956
ACKr,0.0
ACLS,0.10946094059702019
ACM6PH,0.0
ACMAMUT,0.0
ACMANAptspp,0.0
ACMANAtex,-8.666680489826646e-23
ACMUMptspp,0.0
ACMUMtex,8.666680489826646e-23
ACNAMt2pp,0.0
ACNAMtex,0.0
ACNML,0.0
ACOAD1f,-0.03666485445947187
ACOAD2f,-0.03666485445947187
ACOAD3f,-0.03666485445947187
ACOAD4f,-0.03666483793253282
ACOAD5f,-0.03666483793253282
ACOAD6f,-0.02816535047205693
ACOAD7f,-0.013122544043509923
ACOAD8f,1.1872111938040911e-22
ACOATA1,0.0
ACODA,0.03336399986420085
ACOLIPAabctex,4.254696112197824e-25
ACONIs,0.0
ACONMT,0.0
ACONTa,0.7642174482806345
ACONTb,0.7642174482806345
ACOTA,-0.03336399986420085
ACPPAT1201,0.0
ACPPAT1401,0.0
ACPPAT1411,0.0
ACPPAT1601,0.0
ACPPAT1611,0.0
ACPPAT1801,0.0
ACPPAT1811,0.0
ACPS11,4.4329204321518525e-08
ACS,0.0
ACSERtex,8.666680489826646e-23
ACSERtpp,0.0
ACt2rpp,-0.06319214942296653
ACt4pp,0.0
ACtex,-0.06319214942296653
ADA,0.0
ADCL,6.69e-05
ADCS,6.69e-05
ADD,0.0
ADEt2rpp,9.356976676820148e-24
ADEtex,-6.340540675091584e-23
ADK1,0.8595018050328023
ADK3,0.0
ADK4,0.0
ADMDC,0.0
ADNCYC,8.563284033992884e-30
ADNK1,0.00023357707042389879
ADNUC,0.0
ADNt2pp,0.0
ADNt2rpp,0.0
ADNtex,0.0
ADOCBIK,0.0
ADOCBLS,0.0
ADOCBLabcpp,-1.764214785887328e-30
ADOCBLtonex,-1.764214785887328e-30
ADPRDP,2.419404909816138e-23
ADPT,0.0
ADSK,0.025938149558765684
ADSL1r,0.025072154367401622
ADSL2r,0.024071080839349283
ADSS,0.025072154367401622
AGDC,0.0
AGM3PA,0.0
AGM3PApp,0.0
AGM3PH,0.0
AGM3Pt2pp,0.0
AGM4PA,0.0
AGM4PApp,0.0
AGM4PCP,0.0
AGM4PCPpp,0.0
AGM4PH,0.0
AGM4Pt2pp,0.0
AGMH,0.0
AGMHE,0.0
AGMT,0.0
AGMt2pp,0.0
AGMtex,-8.666680489826646e-23
AGPAT1201,0.0003597385893218892
AGPAT1401,0.0
AGPAT1411,0.0
AGPAT1601,0.006381400000000001
AGPAT1611,0.0075214
AGPAT1801,1.484656714116908e-23
AGPAT1811,0.0
AGPR,-0.03336399986420085
AGt3,0.0
AHCYSNS,0.00021476285019907554
AICART,0.03743855319247933
AIRC2,0.024071080839349283
AIRC3,-0.024071080839349283
AKGDH,0.641406392640777
AKGt2rpp,0.0
AKGtex,-8.666680489826646e-23
ALAALAD,0.0
ALAALAabcpp,2.378725353269429e-36
ALAALAr,0.0027788
ALAALAtex,-8.666680489826646e-23
ALAGLUE,0.0
ALAR,0.0041682
ALATA_D2,0.0
ALATA_L,-0.06996516808742066
ALATA_L2,0.0
ALAabcpp,0.0
ALAt2pp,0.0
ALAt2rpp,3.734447784891804e-23
ALAt4pp,-3.746498964270872e-23
ALAtex,-5.15998992203968e-23
ALCD19,0.0
ALCD2x,0.0
ALDD19xr,5.008934016343348e-32
ALDD2x,0.0
ALDD2y,0.0
ALDD3y,0.0
ALDD4,0.0
ALLK,3.7514430669661695e-23
ALLPI,3.7514430669661695e-23
ALLTAMH,0.0
ALLTN,4.1103649354063826e-23
ALLTNt2rpp,0.0
ALLTNtex,-8.666680489826646e-23
ALLULPE,3.7514430669661695e-23
ALLabcpp,3.7514430669661695e-23
ALLtex,-8.666680489826646e-23
ALR2,0.0
ALR4x,0.0
ALTRH,7.238231894576805e-24
AM3PA,0.0
AM4PA,0.0
AM4PCP,0.0
AMALT1,-5.909399024181654e-36
AMALT2,1.322970582470038e-22
AMALT3,-5.909399024181654e-36
AMALT4,0.0
AMANAPEr,0.0
AMANK,0.0
AMAOTr,7.842935279620535e-09
AMMQLT8,0.0
AMPMS2,4.216413201231719e-07
AMPN,0.0
AMPTASECG,0.0
AMPTASEPG,0.0
AMPtex,-8.666680489826646e-23
ANHGMtex,-8.666680489826646e-23
ANHMK,0.0
ANPRT,0.009046286367874619
ANS,0.009046286367874619
AOBUTDs,0.0
AOXSr21,7.842935279620535e-09
AP4AH,0.0
AP4AS,0.0
AP5AH,0.0
APCS,0.0
APG3PAT120,0.0
APG3PAT140,0.0
APG3PAT141,0.0
APG3PAT160,0.0
APG3PAT161,0.0
APG3PAT180,0.0
APG3PAT181,0.0
APH120,0.0
APH140,0.0
APH141,0.0
APH160,0.0
APH161,0.0
APH180,0.0
APH181,0.0
APPLDHr,0.0
APRAUR,2.4053894250486068e-05
ARAI,0.0
ARBTNR1,0.0
ARBTNR2,0.0
ARBTNR3,0.0
ARBTNabcpp,0.0
ARBTNexs,0.0
ARBTNtex,0.0
ARBTNtonex,0.0
ARBTNtpp,0.0
ARBTptspp,1.2970531689150117e-22
ARBTtex,0.0
ARBabcpp,0.0
ARBt2rpp,0.0
ARBt3ipp,0.0
ARBtex,-8.666680489826646e-23
ARGAGMt7pp,0.0
ARGDC,-2.2736829036882833e-26
ARGDCpp,0.0
ARGORNt7pp,5.160861718479503e-26
ARGSL,0.03336399986420085
ARGSS,0.03336399986420085
ARGabcpp,0.0
ARGt3pp,0.0
ARGtex,8.666680489826646e-23
ASAD,-0.1216229723954605
ASCBPL,-2.7158603809320337e-24
ASCBptspp,-5.4317207618640674e-24
ASCBtex,8.666680489826646e-23
ASNN,0.0
ASNNpp,0.0
ASNS1,0.025183231144878165
ASNS2,0.0
ASNabcpp,0.0
ASNt2rpp,3.360747429038753e-25
ASNtex,-5.191866364344017e-23
ASO3t8pp,0.0
ASO3tex,-8.666680489826646e-23
ASP1DC,5.7644329204321524e-05
