,MetabolicFlux
12DGR120tipp,0.0
12DGR140tipp,0.0
12DGR141tipp,0.0
12DGR160tipp,0.0
12DGR161tipp,0.0
12DGR180tipp,0.0
12DGR181tipp,0.0
12PPDRtex,-7.673419919976001e-23
12PPDRtpp,0.0
12PPDStex,-8.425555850500276e-23
12PPDStpp,0.0
14GLUCANabcpp,0.0
14GLUCANtexi,0.0
23CAMPtex,-8.631701308869576e-23
23CCMPtex,-8.631701308869576e-23
23CGMPtex,-8.631701308869576e-23
23CUMPtex,-8.631701308869576e-23
23DAPPAt2pp,0.0
23DAPPAtex,6.470666837089441e-23
23PDE2pp,0.0
23PDE4pp,0.0
23PDE7pp,0.0
23PDE9pp,0.0
23bpg_generation,0.0
26DAHtex,-6.215028962586924e-23
2AGPA120tipp,0.0
2AGPA140tipp,1.1529451868517917e-23
2AGPA141tipp,0.0
2AGPA160tipp,0.0
2AGPA161tipp,0.0
2AGPA180tipp,0.0
2AGPA181tipp,0.0
2AGPE120tipp,0.0
2AGPE140tipp,0.0
2AGPE141tipp,0.0
2AGPE160tipp,0.0003597386298078762
2AGPE161tipp,0.0
2AGPE180tipp,0.0
2AGPE181tipp,0.0
2AGPEAT120,0.0
2AGPEAT140,0.0
2AGPEAT141,0.0
2AGPEAT160,0.0003597386298078762
2AGPEAT161,0.0
2AGPEAT180,0.0
2AGPEAT181,0.0
2AGPG120tipp,0.0
2AGPG140tipp,0.0
2AGPG141tipp,0.0
2AGPG160tipp,0.0
2AGPG161tipp,0.0
2AGPG180tipp,0.0
2AGPG181tipp,0.0
2AGPGAT120,0.0
2AGPGAT140,0.0
2AGPGAT141,0.0
2AGPGAT160,0.0
2AGPGAT161,0.0
2AGPGAT180,0.0
2AGPGAT181,0.0
2DGULRGx,0.0
2DGULRGy,0.0
2DGULRx,0.0
2DGULRy,0.0
2Fe2S_to_ErpA_by_IscA,0.0
2Fe2S_to_ErpA_by_IscU,7.086022981397488e-07
2Fe2S_to_ErpA_by_SufA,0.0
2Fe2S_to_IscA_by_IscU,0.0
2Fe2S_to_IscA_by_SufBCD,0.0
2Fe2S_to_SufA_by_IscU,0.0
2MAHMP,0.0
34dhpactex,-8.631701308869576e-23
3AMACHYD,0.0
3AMPtex,8.631701308869576e-23
3CMPtex,8.631701308869576e-23
3GMPtex,-8.631701308869576e-23
3HAD1001,0.0
3HAD1201,0.0
3HAD1211,0.0
3HAD1401,0.0
3HAD1411,0.0
3HAD1601,1.1529437087182004e-23
3HAD1611,0.0
3HAD1801,0.0
3HAD1811,0.0
3HAD401,0.0
3HAD601,0.0
3HAD801,0.0
3HCINNMH,0.0
3HPPPNH,0.0
3HPPtex,-6.470666837089441e-23
3HPPtpp,0.0
3KGK,0.0
3NTD2pp,0.0
3NTD4pp,0.0
3NTD7pp,0.0
3NTD9pp,0.0
3OAR1001,0.0
3OAR1201,0.0
3OAR1211,0.0
3OAR1401,0.007780003324786324
3OAR1411,0.0
3OAR1601,1.1529442014291869e-23
3OAR1611,0.0
3OAR1801,0.0
3OAR1811,0.0
3OAR401,0.0
3OAR601,0.0
3OAR801,0.0
3OAS1001,0.0
3OAS1201,0.0
3OAS1211,0.0
3OAS1401,0.007780006649574069
3OAS1411,0.0
3OAS1601,1.1529446941403841e-23
3OAS1611,0.0
3OAS1801,0.0
3OAS1811,0.0
3OAS601,0.0
3OAS801,0.0
3OXCOAT,0.0
3PEPTabcpp,0.0
3PEPTtex,-8.631701308869576e-23
3UMPtex,8.631701308869576e-23
42A12BOOXpp,0.0
4Fe4S_to_ErpA_by_IscA,0.0
4Fe4S_to_ErpA_by_IscU,1.8670989930937275e-06
4Fe4S_to_ErpA_by_SufA,0.0
4Fe4S_to_IscA_by_IscU,0.0
4Fe4S_to_IscA_by_SufBCD,0.0
4Fe4S_to_SufA_by_IscU,0.0
4HOXPACDtex,-8.631701308869576e-23
4HTHRS,0.0
4PCP,0.0
4PCPpp,0.0
4PEPTabcpp,0.0
4PEPTtex,-8.631701308869576e-23
5DGLCNR,0.0
5DGLCNt2rpp,0.0
5DGLCNtex,-8.631701308869576e-23
5DOAN,4.841890965359421e-06
5MTRtex,-8.833556129072038e-06
5MTRtpp,8.833556129072038e-06
A5PISO,0.00389
AACPS11,1.1529451868517917e-23
AACPS21,0.0
AACPS31,0.012762805454188033
AACPS41,0.015042806428547007
AACPS51,0.0
AACPS61,0.0
AACPS71,0.008499487541447902
AACPS81,0.0
AACPS91,1.674180737923284e-08
AACTOOR,0.0
AADDGT,0.0
AAMYL,0.0
AAMYLpp,0.0
AB6PGH,0.0
ABTA,0.0
ABUTD,0.0
ABUTt2pp,0.0
ABUTtex,-8.631701308869576e-23
ACACCT,2.074671396386686e-23
ACACT1r,0.0366648547957982
ACACT2r,0.0366648547957982
ACACT3r,0.0366648547957982
ACACT4r,0.03666483805399082
ACACT5r,0.03666483805399082
ACACT6r,0.028165350512542917
ACACT7r,0.028165350512542917
ACACT8r,0.0
ACACt2pp,2.074671396386686e-23
ACACtex,-6.55702991248289e-23
ACALD,5.124361629633627e-06
ACALDtex,-7.240992161977885e-23
ACALDtpp,0.0
ACANTHAT,0.0
ACBIPGT,0.0
ACCOAC,0.007780033503252866
ACCOAL,0.0
ACGAL1PPpp,0.0
ACGAL1Ptex,8.631701308869576e-23
ACGALtex,-8.631701308869576e-23
ACGAM1PPpp,0.0
ACGAM1Ptex,-8.631701308869576e-23
ACGAMK,0.0
ACGAMT,0.0
ACGAptspp,0.0
ACGAtex,-8.631701308869576e-23
ACGK,0.033363952052185765
ACGS,0.033363952052185765
ACHBS,0.03712415034474468
ACKr,0.0
ACLS,0.10946137232478947
ACM6PH,0.0
ACMAMUT,0.0
ACMANAptspp,0.0
ACMANAtex,-8.631701308869576e-23
ACMUMptspp,0.0
ACMUMtex,8.631701308869576e-23
ACNAMt2pp,0.0
ACNAMtex,0.0
ACNML,0.0
ACOAD1f,-0.0366648547957982
ACOAD2f,-0.0366648547957982
ACOAD3f,-0.0366648547957982
ACOAD4f,-0.03666483805399082
ACOAD5f,-0.03666483805399082
ACOAD6f,-0.028165350512542917
ACOAD7f,-0.013122544083995909
ACOAD8f,0.0
ACOATA1,0.0
ACODA,0.033363952052185765
ACOLIPAabctex,0.0
ACONIs,0.0
ACONMT,0.0
ACONTa,0.766074551946708
ACONTb,0.766074551946708
ACOTA,-0.033363952052185765
ACPPAT1201,0.0
ACPPAT1401,0.0
ACPPAT1411,0.0
ACPPAT1601,0.0
ACPPAT1611,0.0
ACPPAT1801,0.0
ACPPAT1811,0.0
ACPS11,4.432920457437347e-08
ACS,0.0
ACSERtex,8.631701308869576e-23
ACSERtpp,0.0
ACt2rpp,-0.06319220040100852
ACt4pp,0.0
ACtex,-0.06319220040100852
ADA,0.0
ADCL,6.69e-05
ADCS,6.69e-05
ADD,0.0
ADEt2rpp,0.0
ADEtex,-6.314949917488365e-23
ADK1,0.8595051181126006
ADK3,0.0
ADK4,0.0
ADMDC,0.0
ADNCYC,0.0
ADNK1,0.00023357096986635173
ADNUC,0.0
ADNt2pp,0.0
ADNt2rpp,0.0
ADNtex,0.0
ADOCBIK,0.0
ADOCBLS,0.0
ADOCBLabcpp,0.0
ADOCBLtonex,0.0
ADPRDP,0.0
ADPT,0.0
ADSK,0.025938248348822756
ADSL1r,0.025072675711932654
ADSL2r,0.024072187645485698
ADSS,0.025072675711932654
AGDC,0.0
AGM3PA,0.0
AGM3PApp,0.0
AGM3PH,0.0
AGM3Pt2pp,0.0
AGM4PA,0.0
AGM4PApp,0.0
AGM4PCP,0.0
AGM4PCPpp,0.0
AGM4PH,0.0
AGM4Pt2pp,0.0
AGMH,0.0
AGMHE,0.0
AGMT,0.0
AGMt2pp,0.0
AGMtex,-8.631701308869576e-23
AGPAT1201,0.0003597386298078762
AGPAT1401,0.0
AGPAT1411,0.0
AGPAT1601,0.006381400000000001
AGPAT1611,0.0075214
AGPAT1801,0.0
AGPAT1811,0.0
AGPR,-0.033363952052185765
AGt3,0.0
AHCYSNS,0.00021476277703005628
AICART,0.037439654839809135
AIRC2,0.024072187645485698
AIRC3,-0.024072187645485698
AKGDH,0.6432641907513998
AKGt2rpp,0.0
AKGtex,-8.631701308869576e-23
ALAALAD,0.0
ALAALAabcpp,0.0
ALAALAr,0.0027788
ALAALAtex,-8.631701308869576e-23
ALAGLUE,0.0
ALAR,0.0041682
ALATA_D2,0.0
ALATA_L,-0.06996478710963998
ALATA_L2,0.0
ALAabcpp,0.0
ALAt2pp,0.0
ALAt2rpp,1.246260134275657e-34
ALAt4pp,0.0
ALAtex,-5.139163929731372e-23
ALCD19,0.0
ALCD2x,0.0
ALDD19xr,0.0
ALDD2x,0.0
ALDD2y,0.0
ALDD3y,5.026826919504962e-30
ALDD4,0.0
ALLK,0.0
ALLPI,0.0
ALLTAMH,0.0
ALLTN,0.0
ALLTNt2rpp,0.0
ALLTNtex,-8.631701308869576e-23
ALLULPE,0.0
ALLabcpp,0.0
ALLtex,-8.631701308869576e-23
ALR2,0.0
ALR4x,0.0
ALTRH,0.0
AM3PA,0.0
AM4PA,0.0
AM4PCP,0.0
AMALT1,0.0
AMALT2,0.0
AMALT3,0.0
AMALT4,0.0
AMANAPEr,0.0
AMANK,0.0
AMAOTr,7.842935279620535e-09
AMMQLT8,0.0
AMPMS2,4.150972325586345e-07
AMPN,0.0
AMPTASECG,0.0
AMPTASEPG,0.0
AMPtex,-8.631701308869576e-23
ANHGMtex,-8.631701308869576e-23
ANHMK,0.0
ANPRT,0.009046293550655124
ANS,0.009046293550655124
AOBUTDs,0.0
AOXSr21,7.842935279620535e-09
AP4AH,0.0
AP4AS,0.0
AP5AH,0.0
APCS,0.0
APG3PAT120,0.0
APG3PAT140,0.0
APG3PAT141,0.0
APG3PAT160,0.0
APG3PAT161,0.0
APG3PAT180,0.0
APG3PAT181,0.0
APH120,0.0
APH140,0.0
APH141,0.0
APH160,0.0
APH161,0.0
APH180,0.0
APH181,0.0
APPLDHr,0.0
APRAUR,2.4061324669951746e-05
ARAI,0.0
ARBTNR1,0.0
ARBTNR2,0.0
ARBTNR3,0.0
ARBTNabcpp,0.0
ARBTNexs,0.0
ARBTNtex,0.0
ARBTNtonex,0.0
ARBTNtpp,0.0
ARBTptspp,0.0
ARBTtex,0.0
ARBabcpp,0.0
ARBt2rpp,0.0
ARBt3ipp,0.0
ARBtex,-8.631701308869576e-23
ARGAGMt7pp,0.0
ARGDC,0.0
ARGDCpp,0.0
ARGORNt7pp,0.0
ARGSL,0.033363952052185765
ARGSS,0.033363952052185765
ARGabcpp,0.0
ARGt3pp,0.0
ARGtex,8.631701308869576e-23
ASAD,-0.12162298591860904
ASCBPL,0.0
ASCBptspp,0.0
ASCBtex,8.631701308869576e-23
ASNN,0.0
ASNNpp,0.0
ASNS1,0.025183178502689165
ASNS2,0.0
ASNabcpp,0.0
ASNt2rpp,3.507754397230286e-35
ASNtex,-5.170911717028185e-23
ASO3t8pp,0.0
ASO3tex,-8.631701308869576e-23
ASP1DC,5.764432920457438e-05
ASPCT,0.02719747739787168
ASPK,0.12162298591860904
ASPO3,0.0002282932536568112
ASPO4,0.0
ASPO5,0.0
ASPO6,0.0
ASPT,0.0
ASPTA,-0.29062243269456306
ASPabcpp,0.0
ASPt2_2pp,0.0
ASPt2_3pp,0.0
ASPt2pp,0.0
ASPt2rpp,0.0
ASPtex,-6.337287713979896e-23
ASR,0.0
AST,0.0
ATHRDHr,0.0
ATPHs,0.0
ATPPRT,0.013367467194323432
ATPS4rpp,7.122037615989613
BALAt2pp,0.0
BALAtex,-8.581627138317818e-23
BETALDHx,0.0
BETALDHy,0.0
BMOCOS,-7.072194580051731e-30
BMOGDS1,-7.072194580051731e-30
BMOGDS2,-7.072194580051731e-30
BPNT,0.02593829267802733
BSORx,0.0
BSORy,0.0
BTNt2ipp,0.0
BTNtex,-4.197058155844978e-23
BTS6,7.842935279620535e-09
BUTCT,0.0
BUTSO3abcpp,0.0
BUTSO3tex,-8.631701308869576e-23
BUTt2rpp,0.0
