,MetabolicFlux
12DGR120tipp,0.0
12DGR140tipp,1.8609973121819652e-24
12DGR141tipp,-2.7159995910658694e-23
12DGR160tipp,0.0
12DGR161tipp,0.0
12DGR180tipp,-4.7819191885462425e-23
12DGR181tipp,-7.707312720396014e-56
12PPDRtex,-7.673419919976001e-23
12PPDRtpp,0.0
12PPDStex,-8.425555850500276e-23
12PPDStpp,0.0
14GLUCANabcpp,2.009870369354118e-24
14GLUCANtexi,0.0
23CAMPtex,-8.631701308869576e-23
23CCMPtex,-8.631701308869576e-23
23CGMPtex,-8.631701308869576e-23
23CUMPtex,-8.631701308869576e-23
23DAPPAt2pp,3.538100630042977e-23
23DAPPAtex,1.0008767467132418e-22
23PDE2pp,0.0
23PDE4pp,0.0
23PDE7pp,0.0
23PDE9pp,0.0
23bpg_generation,3.772952603471013e-40
26DAHtex,-6.215028962586924e-23
2AGPA120tipp,0.0
2AGPA140tipp,0.0
2AGPA141tipp,0.0
2AGPA160tipp,0.0
2AGPA161tipp,0.0
2AGPA180tipp,0.0
2AGPA181tipp,0.0
2AGPE120tipp,3.9564112431449066e-23
2AGPE140tipp,-4.230910081757923e-23
2AGPE141tipp,1.6545602162128277e-22
2AGPE160tipp,0.0003597385911689336
2AGPE161tipp,4.8613165829798356e-23
2AGPE180tipp,1.7904594980656403e-21
2AGPE181tipp,3.9027500588649573e-23
2AGPEAT120,0.0
2AGPEAT140,0.0
2AGPEAT141,0.0
2AGPEAT160,0.0003597385911689336
2AGPEAT161,0.0
2AGPEAT180,0.0
2AGPEAT181,0.0
2AGPG120tipp,-6.925725940316085e-23
2AGPG140tipp,1.545677419310622e-22
2AGPG141tipp,6.4668897049703775e-24
2AGPG160tipp,1.9514919017907075e-21
2AGPG161tipp,-4.8613165829798356e-23
2AGPG180tipp,-1.7146779439777196e-21
2AGPG181tipp,-1.4702697114541053e-24
2AGPGAT120,0.0
2AGPGAT140,3.047886493630341e-23
2AGPGAT141,7.98193507642607e-23
2AGPGAT160,0.0
2AGPGAT161,0.0
2AGPGAT180,3.047886493630341e-23
2AGPGAT181,7.348279816057854e-23
2DGULRGx,4.655628828866612e-24
2DGULRGy,0.0
2DGULRx,0.0
2DGULRy,0.0
2Fe2S_to_ErpA_by_IscA,0.0
2Fe2S_to_ErpA_by_IscU,7.066418851149901e-07
2Fe2S_to_ErpA_by_SufA,0.0
2Fe2S_to_IscA_by_IscU,0.0
2Fe2S_to_IscA_by_SufBCD,0.0
2Fe2S_to_SufA_by_IscU,0.0
2MAHMP,0.0
34dhpactex,-8.631701308869576e-23
3AMACHYD,-4.408527271953594e-26
3AMPtex,8.631701308869576e-23
